n_pairs,fog_mean,nofog_mean,fog_std,nofog_std,mean_difference,std_difference,test_name,statistic,p_value,is_normal,normality_p,cohens_d,significant,metric
13,0.4063522738538642,0.3941017339967822,0.09989119135434152,0.11356107357734949,0.012250539857082106,0.14344178012556363,Wilcoxon signed-rank (one-tailed: fog > nofog),44.0,0.5537109375,False,0.038145916035357955,0.08540426538459323,False,Q_raw
13,0.598073052154009,0.5680624161264965,0.24470743502431772,0.27819509064763226,0.03001063602751238,0.3513950490923166,Wilcoxon signed-rank (one-tailed: fog > nofog),44.0,0.5537109375,False,0.038145916035357955,0.08540426538459325,False,Q_norm
13,0.2716291568098202,0.23996493421664308,0.08356065142895976,0.07807229164854187,0.03166422259317711,0.12189722119697051,Paired t-test (one-tailed: fog > nofog),0.8998407309865097,0.1929534205716889,True,0.5585210561855185,0.2597616441314255,False,S_geom
13,0.5189806739932276,0.5493647297631156,0.22636426360072728,0.27536850224413717,-0.030384055769887976,0.3041331797907712,Paired t-test (one-tailed: fog > nofog),-0.34607686257485554,0.6323615380573192,True,0.14858090409667288,-0.09990378488394698,False,S_smooth
13,0.6527889541536089,0.6530975884715465,0.05181244921901035,0.047171572972456874,-0.0003086343179376633,0.0761064383752385,Wilcoxon signed-rank (one-tailed: fog > nofog),40.0,0.6575927734375,False,0.011028648498908047,-0.004055298402166177,False,S_complete
13,0.42874183827605916,0.3881344617694975,0.11119288387573185,0.07822941307781955,0.040607376506561724,0.14361385427055842,Wilcoxon signed-rank (one-tailed: fog > nofog),55.0,0.2708740234375,False,0.00027545437586867474,0.2827538938552563,False,S_color
13,0.45328283159717836,0.3508791375637194,0.26478730262324407,0.22184675824311645,0.10240369403345895,0.3466396619608335,Paired t-test (one-tailed: fog > nofog),1.0233589540525774,0.16316314680331978,True,0.2587218565479485,0.29541828379993473,False,S_shape
13,0.7220563260701708,0.6816343321714219,0.15395128617468173,0.20283092834993277,0.04042199389874902,0.28144144972510265,Wilcoxon signed-rank (one-tailed: fog > nofog),51.0,0.36767578125,False,0.00916025567051594,0.14362487806338092,False,S_topology
13,0.5,0.5,0.0,0.0,0.0,0.0,No variance in differences,,1.0,True,1.0,0.0,False,S_bonuses
